Atleta
Lucas Almeida Durão
João Paulo Souza da Silva
Rodrigo de Santana Dias
Ítalo Rodrigues
Pedro Lucas da Silva Correa
Tainá Paula Santos da Silva
Marcelo Gabriel de Barros Freitas
Alexandre de Santana Gonçalves
Junio Silva de Oliveira
Raimundo Gregório da Silva Junior
Assis Santos Cardoso
Brian Lucas Cristovão Braga de Souza
João Pedro Zacarias Silva Tajra
João Miguel Fernandes Barbosa
Bruno dos Santos de Carvalho
Ricardo Sales Ferreira
Guilherme da Rocha Pereira
Everton Lucas Magalhães da Silva Couto
Antônio Rodolfo Elias
Jemerson dos Santos Goulart
Miguel Fernandes de Sá Reis
Paulo César dos Santos Nascimento
Bruno Rodrigues dos Santos
Nathan de Araújo Martins
Antônio Carlos Fernandes de Souza
Davi Rolin dos Santos Ludolf
Thiago de Carvalho
Andrei de Sousa Fernandes
Ricardo Filipe Pereira
Daniel da Silva Abraão Batista
Rosmarin Bastos Meirelles Junior
Luiz Felipe Almeida dos Santos
Renato da Silva Barros
Breno Fernandes Lima
Vinicius Rau Britto de Lucca Sobral
Gabriel Nomelini de Oliveira
Marcel Henrique Leno de Mattos
João Pedro de Moraes Almeida
Isabela Cintra Costa
Pedro Edilson da Costa Gomes Sampaio
Anderson Duarte de Oliveira
Luiz Felipe Braga de Almeida
Bruno do Nascimento Teixeira
André Luis de Souza Santana
Caius Rolim Mercadante
Thiago Alves da Cunha
Erick da Silva Deus
Raphael Sacchi Zaremba
Matheus Nobre Martins de Oliveira
Claudio Roberto Rito Lopes
Francisco Jovando Rebelo de Albuquerque
Daniel Vinicius Mendes Barros
Pedro Henrique da Silva Irineu
João Paulo Paladino Carneiro
Isaque de Freitas Fortunato
Ivan de Melo Alves Júnior
Jaques Silva Gomes
Julio Cezar Guidini Rodrigues
Rubens Augusto Braz Martinelli
Bernardo Pinto Notargiacomo
Higor Inácio Barros Silva
Gabriel Moura Souza Miranda Rodrigues
Kauã Krin Jesus
Salomão Nunes Lourenço
Renan Braga da Silva das Dores
Luiz Henrique Carvalho Magalhães
André Luiz Juncken Iglesias
João Vitor Maia Silva
Samuel Rangel Lira Cruz
Rafael da Silva Martins
Magno Monteiro Rodrigues
Lucas de Assis Monteiro
Kelly Oliveira de Jesus
Eider Faria da Silva Junior
André Luiz Aranha Correia Lima
Hélcio Monteiro dos Santos
Luan Oliveira Moura
Ricardo Torres Pinheiro
Rodrigo Peixoto Timbó
Márcio Elizandro Bernardo Guimarães
Paulo Roberto Pontes Trindade
André Ferreira Filho
Antônio Carlos Alves Lobo
Cristiano Vilardo Nunes Guimarães
Cristien Carlos Rodrigues
Salvatore Giuseppe Cosenza
Jeniffer Cristine Saraiva dos Santos
Vinicius Santos de Jesus
Hugo Ricardo Martins Ramalho
Leonardo Barbosa
Henrique Santiago de Oliveira
Hugo Gomes Salgueiro da Silva
Wagner Ferreira Guimarães
Luiz Fernando de Souza da Silva
Luiz Guilherme dos Reis Pereira
Jonathan Emiliano de Almeida
José Alves dos Santos Junior
Felipe Augusto Arthou de Vincenzi
Matheus Dias da Silva
Gustavo de Souza Silva
Wellerson Barbosa Silva
João Vitor Cappelesso de Oliveira Leite
Vitor Gabriel Ribeiro Silva
Wendell Avelino dos Santos
João Victor Farney dos Santos
André Luiz Costa de Figueiredo
Edvaldo dos Santos Costa
João Gabriel da Silva Marinho Bonifácio
Merlin Calazans Pereira Carneiro
Ronald Moreira da Costa
Gabriel Salles Lima
Natália de Britto Ferreira
Renan Martins de França
Daniel Rodrigues Nunes
Davi de Oliveira Vettorazzi
Matheus Conceição Santos de Carvalho
Felipe Antônio Santos da Silva
Bruno Lamacchia
Tiago Binato Neves
Igor Silva Cordeiro
Márcio Almeida Ribeiro da Silva
Marcio Alexandre Carvalho Juvenal
João Adolpho dos Santos Nicolau
Thiago Cezar Fernandes Costa
Marcelo Gouvêa
Jefferson Silva de Oliveira
Henrique Victorino de Oliveira
Thiago de Almeida Gomes
Diego Dias de Oliveira
José Paulo dos Santos Vargas
Gabriel Gontijo Moreira da Costa
Leon Ferreira Berriel
Pedro Henrique Barcellos Ferreira
Albert Vieira Dias
Felipe Cirano
Kauã Gradice Belo Almeida de Freitas
André Luiz Atanásio de Oliveira
Lucas Ribeiro da Silva
Bruno Capucci Novello
Erbis de Oliveira Nascimento Viana
Gustavo de Oliveira Muniz
Márcio Soares de Oliveira
Alex Ramos Veiga
Bryan Batista Guimarães
Artur Bartosch
Gabriel Guimarães Simões de Freitas Cabral
Pedro Henrique Camara Azevedo
Wilker Alves de Oliveira
Henry Anderson Silveira Grund
Matheus Nascimento Castro Alves
Leandro de Paula Santiago do Canto
Gustavo Keoma Ribeiro de Sá Figueiredo
Gabriel de Carvalho Porto
Carlos Henrique Irmão dos Santos
Joaquim Campos Pereira Monteiro
Davi Oliveira dos Santos
Renan dos Santos Barreto
Paulo Renato de Oliveira Domingues
Luiz Filipi Nascimento do Carmo
Leandro Batista da Silva
Denis de Oliveira Pessoa
Roberto da Rocha Bilro
Caio Rubens Ramos da Motta
Rafael Santana Lefiot
Tiago de Sousa Conceição
Alex Nogueira Silva
Denis Melo de Sá
Bruno Pereira Fernandes
Miguel Guedes Rodrigues
Felipe Miranda Rodrigues
Andres Jair Oliveira
Felipe do Valle Vitorino
Victor Hugo Faria Pinheiro
Brian da Silva Justino
Wagner Ribeiro Rosa
Alexandre Guilherme Benito
Brayan da Conceição Almeida
Alexandre Araújo Sousa
Gustavo Monteiro Fagundes
Natã Fonseca Machado
Cauãn Porto Martins
José Barcellos Amaral
Gabriel Silva da Cruz
Bruno Rosindo da Silva
Fabiano Oliveira da Silva
José André Grandeiro Ricarte
Arthur Azevedo de Omena Silva
Wagner de Carvalho França Mattos
Patrick de Oliveira Alves Almeida
Gustavo de Jesus
Deorne Monteiro dos Santos
Bruno Alves de Pinho
Marcos André de Oliveira Victorio de Jesus
Bernardo Augusto de Oliveira Ferreira
Renan Oliveira do Monte Regato
Guilherme Vaz Carneiro
Rafael Diogo da Silva
João Vitor de Araújo Vaz
Matheus Henrique Teles da Silva
Lucas Furtado de Mendonça
Cristian Gabriel Rodriguez
Pedro Henrique Caetano Pereira
Luis Claudio Melo de Souza
Emerson Lucas Tavares de Souza
Saimon Pereira Lima Pinheiro
Luiz Eduardo Borges Lima
Thiago de Sousa Vidal Campos
Jackson Miranda Mendes
Antônio Pedro Paulo Lima de Oliveira
Jonny Gomes do Nascimento
Bernardo Leal Vicente Sesto da Costa
Gustavo Januário Gonçalves
Josué Ramos de Lima
Júlio César Ferreira
Gabriel Teixeira Oliveira
Matheus da Silva Nascimento
David Pereira da Silva
Emerson Vieira dos Santos Manso
Daniel Batista dos Santos
Marcus Vinícius de Souza Geraldo
Rafael de Jesus Torres
Felipe Levy Jardim de Alvarenga
Gabriel Marlon Alencar Villeroy Mothé
Frederico Montenegro Tesch Carvalho
Eduardo Manoel Fernandes
Anderson Felipe Marques de Oliveira
João Lucas Vilella da Silva
Thiago do Carmo Pereira
Cidiclei Correa Machado
Ryan da Silva Barbosa
Edson dos Santos Esteves
Fabiano Costa Peçanha Marins
Hamilton Justiniano Gomes Júnior
Gabriel Mendes Martins da Costa
João Victor de Oliveira
Marcella de Paula Borges da Silva
Marcel Oliveira Nicolau
Leandro Souza de Lima
Pedro Garcia Massena
Luan Ferreira Marchesini
Ronaldo Aguiar Rodrigues
Nilton Vinicius Ramos de Menezes
Marcella Almeida de Freitas
Nathalya Pascoal da Silva
Thiago Augusto Maia Portugal
Luis Felipe Nascimento Pereira
Eduardo Henrique Pereira Januário
Marco Antônio Quaresma
David Genuino Mazzuca Júnior
João Marcos Vasconsellos Viana
Gabriel de Sá Silva
Matheus da Costa Corval
Pablo Silva de Abreu
Michel Pegas Maluf
João Pedro Coelho Barcellos
Kaique Arcelino da Silva
Rodrigo dos Santos
Nicolas Machado de Oliveira Sant'Anna
Samuel Palmeciano
Guilherme Algarve Santos
Thalles Pinheiro da Silva
Samuel Oliveira Almeida
Nathan Carvalho de Souza
Wagner Timóteo Tomaz
Daniel Marujo Silva
João Vitor Santos da Silva
Claudio Valoiz Pereira
Marcos Gabriel Hins
Bruno Pinto Soares
Bruno Antônio Perrone de la Plaza
Vinicius de Oliveira Machado
Pedro de Alencar Machado
David Souza Chaves
Rodrigo de Souza Mello
Jorge Willian da Silva Santos
Reinaldo de Carvalho
Ralph Luiz Lazary Netto dos Reys
Alan César de Almeida Cruz
Caique Moreira Marques
Felice Mimmi
Andrew Bianchi Hemerly
Isaque Brawan dos Santos Souza
Deyvid de Carvalho Baeta
Bruno da Costa Baptista
Luis Gustavo dos Anjos Soares
Murillo Diogo Fernandes de Souza
Zamir Freire
Gabriel Mathias Pereira da Silva
Marcos Vinicius Castro de Oliveira
Farlley Felipe Louzada Felix
Matheus da Silva Pereira Varela
Joana Santos Cravo
David Ricardo Furtado
Eloysio Tadeu Abadia Soares
Thiago Lima de Andrade
Weslley Eduardo Coutinho Costa
Luis Gustavo Mikovényi de Breznobánya Amarante
Vitor Dias Chicanelli
Victor Santilhana da Rocha
Ryan Carlos Nobre Pereira
Matheus Henrique da Silva Ferreira
Paulo Renato Bastos Palheiros
Marcelo Gomes Pinto
João Pedro Guimarães da Silva
Thailan Gomes de Oliveira
Luiz Tadeu de Oliveira Fuchs
Fábio Eller de Oliveira
Enrico de Sousa Monzo
Lucas de Souza Sales
Leonardo Béda Vasconcelos
Igor Daher Cabral
Davi da Silva de Assis
Jandir Vinicius Paulo Acuña
Davi Vila Nova Barbosa
Paulo Roberto Gutman Almada
Davi Bernardo Soares da Silva
Daniel Pires Mendes
Yann Fillippe de Lima Rafael
Matheus de Paiva Freitas
Luiz Felipe Dias Lima
Bruno Eduardo Costa
Gabriel Ramos de Souza
Rodrigo Teixeira Guimarães
João Pedro Monteiro Braga
Anderson Amaro da Conceição
Fernando Costa Peçanha Marins
Lucas Rodrigues Fernandes
Pedro Ávila Oliveira Braz
Rafael Maia Peixoto
Kauan Reymond Perdomo Siqueira
Elias Franquini Andrade
Pedro Pinto dos Santos Souza
Felipe Rogério Gomes da Silva
Marcelo dos Reis Ribeiro Junior
Abraão Pereira de Azevedo de Souza
Marcelo Henrique da Silva
Luiz Carlos Quintanilha da Silva
Douglas de Carvalho Baeta
Jean Fonseca de Paula
Marcos Antônio Amaral Vieira Rodrigues
Vinícius André de Barros
Mateus da Silva
Gabriel Marinho dos Santos Pontes
Vamilson Miranda da Silva
Claudio Francisco Pedro
Wagner da Silva Machado
João Batista dos Santos Guia
Gutemberg Pereira de Souza
Juan Pablo Ferreira de Melo
Rodrigo Luiz Moraes Moreira
Jhamerson Ricardo Santana
Fernando de Albuquerque Pasche
Fábio Giglio Sampaio
Alexandre Gonzalez Riedel
Vinícius Mendonça Pires
Marcos Tadeu da Cunha
João Victor dos Santos Reis
Vitória Vieira Santos
Bernardo Nascimento Miranda de Souza
Weverson da Silva Batista
Israel Reis dos Santos
Brendon Nascimento Santos
Ronaldo Leôncio de Souza
José Marcelo Pires Cuman
Renan dos Santos da Silva
Denis Pereira
Isaac dos Santos Bispo
Gabriel Pereira Dantas
Giovanne Chilumbo Vieira Dias Aguiar
João Luiz dos Santos
João Victor Alexandrino Garcia
Luís Francisco Siqueira Láu do Espirito Santo
Guilherme Gomes Pereira
Thiago de Souza Magalhães
Antônio Carlos Carvalho da Silva
Thiago Cabral Rodrigues
Roberto Van Meeuwen
Douglas Rodrigues Nascimento dos Santos
Gabriel Pereira de Carvalho
Arthur Antunes Calile
Lucas Ferreira Santos
Flávio Luiz Manzieri Junior
Fabio Ezequiel Teniente
Gabriel Martins Franco
Augusto Kath Cabral Silva
David Silva Ramos das Neves
Flávio Costa Peçanha Marins
Tamir Alexandre Macedo
Vitor Augusto Oliveira da Silva Pires
Vander Nunes de Menezes Zaram
Rodolfo Pessanha Silva
Guttan Gonçalves da Silva Reis
Joel David Machado Ribas
Gabriel da Silva Lopes
José Walter Arcênio da Rocha
Eduardo Gomes Schwin
Ramon da Silva Martins
Heitor Ribeiro Gonçalves dos Santos
Miguel Canuto Pessoa
Matheus Pedreira Lima
Enzo Duarte Otsuka
Thiago Natan Brito de Souza
Rodrigo de Carvalho Neves
Gabriel Ferreira Bertino
Araken de Moraes D'Avila Rodrigues
Kauan de Siqueira Vasquez da Silva
Rafael Freire Guedes da Silva
Daniel Henrique Cavalcanti das Chagas
Ryann Amaral de Figueiredo
Wesley Santos Fernandes
Everson dos Santos Silva
Daniel de Almeida Bonifácio da Silva
Gabriel Kuster de Oliveira
Thiago Clarense Evangelista
Matheus Larangeira Knoeller
Wellington de Souza Vieira
Daniel Faislon Galvão Magalhães
Guilherme Raymundo Costa
Kaio Vinicius de Almeida Figueiras
Bruno de Almeida Nogueira Lyra
Rodrigo Florêncio Bezerra de Melo
Pedro Augusto de Souza Pereira Francisco
Bryan da Costa Ramos Pinto
Marcelo Henrique Coelho Belleza Lisboa
Rodrigo Nonato de Godoy
Fabricio Gomes Dutra
Marcelo Paulo da Silva
Bernardo Dantas Ferreira
Leandro Ribeiro Rossini
Daniel dos Santos Lima
Roberto Dias Ferreira
Fábio Rodrigues dos Santos
Vicente Mayrink Paes
Bruno Peixoto Huon Ramos
Diego Gomes
Pedro Henrique dos Santos Ramos
Leonardo da Silva Santos
Bruno Henrique Fernandes Fonseca
Jobson Soares de Castro
Victor Henrique Frade Palma
André de Carvalho Rocha
Lucas dos Santos Carneiro da Cunha
Cristiano Rafael Furtado Fortunato
Jorge Mauricio Araújo Leitão
Bruno Bragança André da Silva
Carlos Alberto da Silva Junior
Davi Moreno Oliveira dos Santos Cardoso
Ary José dos Santos Neto
Ricardo de Melo Santos
Jefferson Luiz Conceição da Silva
Pablo Tavares Sueiro Vilela
Tiago Paulino de Souza
Márcio José Alves Ferreira
Luiz Philipe Freire dos Santos
Victor Hugo Benedetti Delaiba
Luis Felipe de Castro Godinho
Rurik Galimberti Peixoto de Abreu
Kauã Albuquerque Porto
Rodrigo Ribeiro dos Santos
Bruno Alves Lima
Vinicius Atanásio Silva
Leonardo Silva de Oliveira
Rodrigo Costa Brigida
Lucas Zimmerman de Aguiar
Ewerson Sivieiro Junior
Daniel Lopes Rosa
Victor Eduardo Sá da Silva Revoredo
Lucas Eduardo da Silva dos Santos
Fernando Elias Martins
Matheus Teodoro Alves
Guilherme Hudson Ildefonso Resende
Marcos Paulo da Silva Xavier
João Pedro Machado Costa
Flávio Rocha Lanunce do Reis
Matheus Gomes Martiniano de Oliveira
Rafael Guagliardi Silva
Jorge da Silva Vieira
Carlos Eduardo da Silva Bento
Rafael Stofel de Paulo
Miguel Maia de Carvalho Garcia
Raphael Rohlfs
Gabriel Victor Silva
Arthur de Oliveira Pereira
Willian Rodrigues Araújo
Moacyr Simas Moreira
Gislene Muniz Queiroz
Luciano da Rocha Machado
Arthur Lacerda Filho
Cristiano da Silva de Assis
João Carlos Calmon du Pin e Almeida
Pedro Henrique Barros
Jordan Ney de Souza Carlos
José Vasconcellos Chaves
Victor Pinheiro Ramos
João Vitor de Almeida Jataranagua
André Lucas Silva de Araújo
Filipo Duarte Brito dos Santos
Washington Luiz Silva
Luan da Costa
Philipe de Oliveira Cruz
Rodrigo Paz Lessa
Aurélio Ricardo Silva Melonio
Nicolas de Araujo Sá Freire
Henrique Carlos de Moraes
Carlos Antônio da Silva Rodrigues
George Jefferson Cirino da Costa Junior
Arthur Rodrigues Mariano
Carlos Daniel Duarte de Sousa
Emerson Costa de Oliveira
Eldio Suzano da Fonseca
Ryan Lucas Custódia Silva
Guilherme Monteiro Buenting
Rodolfo Ferreira Prada
Wagner Luis Martins Maciel
Fábio de Abreu Freiras
Franklim Cavalheiro da Rosa Mandim Pereira
André Mattos da Silva
Ian Santos Oliveira Silva
João Gabriel da Silva Mariano
Anderson Burlamaqui Chaves
Leonardo Moraes Oliveira de Brito
André Mendes Bortolini
Leonardo Luís dos Santos Marques
Miguel Oliveira da Silva
Igor da Silva Nabhan
George Konstantinidis
Maurício Medina Jourdan
Pedro Aires Caetano Pereira
Matheus da Silva Barros
João Pedro Machado de Abreu
Nicolas Vicente da Silva de Oliveira
Eduardo Augusto Grandão Garrido
Gabriel Moraes da Silva
Nathan Silva Ferreira
Douglas Giardini Lorang
Daniel Maciel Nascimento
Raphael da Silva Lopes
Lindemberg Pereira de Souza
José Antônio do Nascimento Parente Filho
João Pedro Curcino Pimentel
Leonardo Rocha dos Santos
James Stephen Rimmer
Lucas Alexandre Pinheiro da Rocha
Luiz Henrique Boaventura
Thalysson Lucas de Paula Costa
Yago Seixas Dionisio
Humberto Alejandro Diaz Arguello
Lucas Massi Arouca
Gustavo Carneiro Leão
João Victor Leite Barros de Menezes
Américo Machado Martins
Gustavo Santos Machado
Tadeu Leonardo Ribeiro Cordeiro
Wellerson Silva de Souza
Guilherme Guimarães Chaves
Breno Cruz Martins
Luiz Fernando Barreto Pinto
Jeferson Willian Ramires Araújo
Cauã de Carvalho Pinto
Felipe Iorio de Rezende
Willian Arlindo Domingos Manuel
Murillo Matias Ferreira
Marcelo Augusto Raposo da Mota
Caio Lucas Monteiro Govea dos Santos
Maria Clara Ribeiro Martins Pinto
Pedro Henrique de Andrade de Souza
Samuel Semeão Dutra de Souza
João Pedro Alves Moreira da Silva
Fabiano Fernandes Leite
Raphael Barcelos Gomes Dias
Ozéias Ferreira da Cunha Junior
José Alves Martins Neto
Wagner Costa Antônio
Gleison Vinicius Zarnowski dos Santos
Michel Ângelo Santos da Costa
Thiago do Nascimento Rosa
Glauco Aguiar Rodrigues de Lima
Igor Mesquita Rodrigues
Renato Falcão de Azevedo
Jacson Nesi
João Vitor Araújo Elias
Hewerton Carlos de Abreu Binhote
Drault Almeida Thoma Filho
Filipe de Souza Faria Araújo
Maicon Beltrão dos Santos
Guillan Rocha Pontes
Luis Felipe Araújo Oliveira
Victor Filgueiras Branco de Almeida
Pablo Souza da Silva Fernandes
Nicolas Astin Esteves Pereira
Victor Luis Santos
André Luis da Silva Lopes
Thaynan dos Santos Maia
Mateus Navarro de Andrade Amaral
Lucas Justino de Oliveira
Elias Silva Pinto de Moura
Herbert Luis Alves Ramos
Nicollas Araújo Almeida Paganoto
Esteban Damian Puerari
Matheus Bruno Araújo da Silva
Rodrigo Maciel Paiva
Charles dos Santos da Silva
Leonardo Quaresma Barbosa
Cristiano Silva Damascena
Gustavo Philippe Araújo de Oliveira
Thiago de Souza Pereira
Levy Gabriel Rodrigues da Silva
Márcio Domingos Osório
Ricardo Paiva Mathias
Gabriel Pereira da Nobrega
Alison Costa Lima
Matheus Felipe da Penha Cabral
José Lucas Baçal de Menezes
Ricardo de Souza Sampaio
Jorge Luiz Cardoso da Silva
Thalles do Nascimento Duarte
Vitor Bohrer Bastos
Domingos Borges Leal Neto
Carlos Henrique da Silva Mello
André Perfeito de Oliveira
Adeilson Hélio dos Santos
Rafael Alves Marques
Rodrigo Gilberto da Silva
Yuri Conceição de Souza Rocha
Rafael de Assis Silva
Lucas Lima da Silva
Luiz Alberto Lourenço Rozo
Augusto Plabo Nunes Pereira
Carlos Henrique Estevam da Silveira Júnior
Cláudio Almeida de Lima
Alexandre Bonfim
Marcos Isaque Rodrigues de Castro
Mário Ferreira de Pragmácio Telles
Álvaro Francisco Gomes de Souza
Allan Duarte dos Santos
Max Leandro de Freitas Rocha
Pablo de Jesus Lopes Batista
Rodrigo Aquino dos Santos
Rodrigo Lima de Souza
Ivan Ribeiro dos Santos Nazareth
Jorlani Silva Junior
Bruno Maras Lamberts
Diego Dias Sant’Anna
Arnaldo de Souza Moreira Filho
Wendel Reis Rodrigues
Denilson Gomes da Silva
Alexandre Eugênio
Abel de Souza Rosa Filho
Matheus Jorge Herminia de Assis
João Pedro Júnior
Gabriel Fernando Marques Barreto
Luiz Felippe Domingues dos Santos
Luis Felipe de Sá Rocha
Lucas Cabral Dias
Iago Verri de Faria
Emerson Vieira Severo
Eliel Rangel Lira Cruz
Rodrigo de Miranda
Roberto Pereira Vaughon
Airton da Silva Cabral
Rodolfo de Souza Mello
Ralph Guichard Martins Nascimento
Jesus Salazar Rodriguez
Vinicius Araujo Cabral da Silva
Wagner de Albuquerque Machado
Ana Carolina da Silva Moreira
Wagner Guilherme Santiago Sobral
Ruan Smith Oliveira Pacheco da Silva
Luis Filippe Batista dos Santos
Matheus André Kopke de Aguiar
Joguar Ramon Chacon Rivas
Thales Claudio Fortunato
Jhonatan Lopes Oliveira
Fernando Roberto Martins
Bruno de Souza Alves
Alex Sandro Rosário de Assumpção
Pedro Paulo da Paz
Mário Vilá Pitaluga Filho
Lucas Conceição Quintanilha
Elias Daniel da Silva Xavier
Frederico Pinho Meira de Vasconcellos
Jamilly Inácio da Costa
Arthur Ravani da Silva Bezerra
Victor Meireles da Silva Freitas
Matheus Emem de Almeida Tavares
Daniel Cardoso de Carvalho
Welinton de Oliveira Dutra
Sergio da Costa Domingues
Artur Lucas de Oliveira Rodrigues Soares
Anderson Luis Ramos do Nascimento
Juan Ramos Clementino
Luan Fernandes Menezes
Antônio César Valerio da Silva
Luis Gustavo Pinto Souto
Valdeci Miguel Almeida Dias
Pedro Nogueira de Araujo
Lucas Coutinho dos Anjos
Pedro Mizrahi
Thiago Alberto Goes
Douglas Corrêa dos Santos
Gabriel Silva Alves
Jader Zidane Lima de Sá
João Paulo Arlindo Guimarães
Rafael de Aquino Gomes
Rafael dos Santos Oliveira
Ícaro Bruno Bispo Oliveira
Tiago Figueiredo Vitorino
Antonildo Moraes Silva
Otoniel do Amaral Alves do Couto
Guilherme Presto de Almeida Eler
Nathan Gusman Brandão
Matheus Thomé Vieira
Rafael da Silva Queiroz
Rafael Silva de Carvalho
João Enzo Marcolino Teixeira
Marcelo Andrade da Silva
Jorge Luiz da Silva Santos
Herbert Izidoro Marques
Josias Davi do Patrocínio Damião
Victor Luiz Ferreira da Silva
Matheus Sales Rosa Vasconcellos
Anderson Heleno Souza
Francisco Brenno Bezerra Pereira
Atíla de Oliveira Pereira
Cleiton Soares Pinto
Renan Scoralick Costa
Pedro Henrique de Oliveira
Sylvio Mariano Simões Peluzo
Anderson de Faria de Souza
João Vitor de Oliveira Marques Assumpção
Reginaldo Ramos dos Santos
Bruno Chapiewski
Alex Lima da Silva
Roberto Alexandre de Barros Neto
Ykaro Gabriel Esteves de Souza
João Alberto Marques Vasques
Gustavo da Silva Nunes
Estevão de Souza Avellar
Christopher de Oliveira Patrão dos Santos
João Pedro Ribeiro Procópio
Carlos Ramos Thomaz
Leonardo Nasser do Carmo
José Carlos Regino Neto
Sergio Rafael Rivera Santana
Thiago Müller da Silva
Lautaro Dumas
Luis Alexandre Martins Batista
Iago Santos de Oliveira Silva
Marco Antônio Ribeiro Teixeira
Juliane de Freitas Campos
Alberto Felipe Dias do Souto
Breno Quinhões Alves Rodrigues
Patrick Barbosa Neiva Rodrigues
Caio Cesar Leal Veríssimo
João Marcos Lima Costa
Michael Dietrich
Gabriel Bastos Couto
Diego Xavier Henrique Costa
João Pedro Souza de Oliveira Augusto da Costa
Matheus Moura Meireles Dias
Eduardo Costa de Paula Nunes
Nelson Gabriel de Oliveira Pedro
Alice Cristina Barbosa Arantes
